Date of Admission,Admission Type,Patient Status,Count
2023-06-07,Urgent,discharge,4
2022-05-10,Urgent,admission,3
2020-10-22,Urgent,admission,10
2023-03-07,Urgent,admission,9
2021-07-04,Emergency,admission,3
2023-01-28,Elective,discharge,5
2022-01-12,Emergency,admission,9
2022-12-20,Urgent,admission,10
2021-09-04,Urgent,admission,5
2020-08-19,Emergency,discharge,10
2023-05-05,Elective,admission,3
2020-08-05,Emergency,admission,3
2021-12-25,Emergency,discharge,6
2022-11-28,Elective,discharge,1
2024-01-28,Emergency,admission,2
2023-04-15,Elective,admission,10
2021-12-11,Urgent,discharge,3
2021-08-04,Emergency,admission,9
2021-07-24,Elective,discharge,8
2020-07-20,Urgent,discharge,6
2020-08-03,Urgent,admission,6
2019-09-14,Emergency,discharge,6
2023-03-06,Emergency,admission,10
2021-12-26,Emergency,admission,1
2023-03-29,Elective,admission,10
2019-12-04,Urgent,discharge,2
2021-05-24,Urgent,admission,4
2021-12-08,Urgent,admission,9
2021-03-12,Elective,admission,7
2023-07-08,Urgent,discharge,3
2023-02-23,Elective,discharge,5
2019-08-12,Urgent,admission,3
2024-02-03,Elective,admission,10
2022-10-09,Emergency,admission,2
2023-11-07,Urgent,discharge,9
2023-06-26,Elective,discharge,2
2021-11-22,Urgent,discharge,7
2020-12-03,Urgent,admission,4
2021-06-17,Emergency,admission,5
2021-03-12,Elective,admission,5
2020-12-06,Emergency,admission,1
2021-10-16,Urgent,discharge,7
2023-04-09,Emergency,discharge,1
2020-01-31,Urgent,discharge,6
2023-03-05,Elective,admission,4
2021-10-11,Urgent,admission,7
2020-05-17,Emergency,discharge,2
2021-04-14,Elective,admission,2
2021-01-15,Emergency,admission,10
2019-06-22,Elective,admission,8
2023-07-29,Emergency,admission,10
2020-11-29,Emergency,admission,4
2023-01-02,Emergency,admission,9
2021-01-06,Elective,admission,1
2023-03-18,Elective,admission,1
2021-05-27,Emergency,discharge,1
2020-08-10,Elective,admission,4
2023-11-15,Urgent,discharge,4
2021-09-24,Urgent,admission,3
2019-09-03,Urgent,admission,4
2022-05-06,Elective,admission,6
2022-08-12,Emergency,discharge,8
2023-11-20,Elective,discharge,1
2024-04-26,Elective,admission,2
2019-08-17,Urgent,discharge,5
2021-07-01,Urgent,admission,8
2019-10-15,Urgent,admission,5
2022-09-10,Emergency,admission,8
2019-09-20,Emergency,admission,10
2023-09-28,Urgent,discharge,4
2020-09-26,Urgent,discharge,8
2020-09-21,Urgent,admission,3
2020-07-02,Emergency,admission,9
2022-08-20,Elective,admission,1
2023-05-12,Emergency,discharge,8
2022-09-27,Emergency,admission,10
2022-03-27,Emergency,discharge,2
2022-05-30,Elective,discharge,10
2019-05-19,Urgent,discharge,5
2021-12-27,Emergency,admission,9
2020-11-16,Urgent,discharge,7
2023-11-15,Emergency,admission,3
2020-11-29,Emergency,admission,1
2022-09-23,Emergency,admission,8
2021-12-13,Elective,discharge,10
2024-01-08,Emergency,discharge,3
2022-01-27,Emergency,discharge,5
2023-05-07,Elective,discharge,7
2019-11-04,Elective,discharge,9
2024-04-13,Elective,admission,2
2023-07-14,Elective,discharge,3
2022-08-06,Elective,admission,7
2019-12-20,Elective,discharge,4
2020-04-03,Urgent,discharge,6
2021-06-26,Elective,admission,10
2022-09-22,Urgent,admission,5
2022-01-16,Elective,admission,8
2020-06-15,Elective,discharge,10
2019-06-25,Urgent,admission,7
2020-11-27,Elective,admission,5
2022-09-12,Elective,discharge,3
2022-05-12,Elective,discharge,1
2020-12-25,Elective,admission,8
2019-06-25,Emergency,discharge,10
2019-11-04,Elective,admission,10
2020-05-06,Urgent,admission,7
2022-08-17,Urgent,admission,8
2019-08-02,Urgent,discharge,7
2020-07-16,Elective,admission,1
2019-07-18,Urgent,admission,5
2021-05-05,Emergency,admission,3
2019-12-08,Urgent,discharge,8
2022-06-24,Elective,discharge,6
2024-04-15,Urgent,admission,1
2021-01-03,Urgent,discharge,8
2020-05-04,Emergency,admission,6
2020-09-21,Urgent,discharge,4
2022-12-29,Urgent,discharge,5
2023-04-27,Emergency,admission,3
2019-10-20,Emergency,discharge,2
2021-12-19,Elective,discharge,5
2022-08-28,Urgent,admission,8
2022-02-26,Elective,admission,7
2023-12-15,Elective,admission,3
2020-10-16,Urgent,admission,7
2023-10-24,Emergency,admission,2
2023-12-14,Emergency,admission,4
2022-11-12,Urgent,admission,9
2022-04-12,Elective,admission,5
2022-05-01,Urgent,discharge,1
2020-06-13,Emergency,discharge,4
2023-09-13,Urgent,discharge,7
2023-04-30,Emergency,discharge,4
2020-04-29,Emergency,admission,7
2023-07-10,Emergency,discharge,7
2023-06-18,Elective,discharge,9
2020-04-22,Elective,discharge,5
2021-07-01,Urgent,discharge,4
2020-02-22,Elective,admission,10
2024-04-08,Emergency,discharge,9
2020-03-25,Urgent,discharge,3
2020-03-29,Urgent,admission,7
2021-12-17,Urgent,discharge,5
2019-12-27,Emergency,admission,9
2020-04-02,Emergency,admission,4
2022-05-19,Elective,admission,7
2023-04-20,Emergency,discharge,7
2020-05-02,Elective,discharge,4
2020-08-18,Elective,admission,5
2022-03-08,Emergency,discharge,5
2021-03-13,Elective,admission,9
2020-12-26,Elective,discharge,1
2020-07-15,Urgent,discharge,4
2022-09-11,Urgent,discharge,7
2023-09-18,Emergency,discharge,5
2020-10-10,Emergency,admission,6
2020-12-21,Elective,admission,3
2023-02-18,Elective,discharge,9
2022-10-21,Emergency,admission,6
2024-02-08,Emergency,discharge,9
2022-06-14,Elective,discharge,6
2021-12-17,Emergency,discharge,4
2019-09-16,Emergency,admission,1
2021-07-25,Urgent,discharge,1
2021-03-11,Emergency,discharge,8
2022-02-14,Emergency,discharge,6
2024-04-29,Elective,discharge,2
2020-05-02,Emergency,admission,6
2021-08-10,Emergency,discharge,2
2019-11-16,Emergency,admission,8
2020-08-18,Emergency,admission,9
2022-09-09,Elective,discharge,1
2022-01-30,Emergency,discharge,6
2021-02-15,Emergency,discharge,8
2021-08-15,Emergency,admission,9
2023-01-22,Urgent,discharge,6
2020-03-26,Emergency,discharge,10
2019-05-12,Urgent,discharge,8
2024-03-15,Urgent,admission,2
2023-06-01,Urgent,admission,9
2022-04-26,Urgent,admission,1
2022-06-11,Urgent,admission,7
2021-01-26,Urgent,discharge,10
2023-03-20,Emergency,admission,3
2022-03-31,Emergency,discharge,4
2023-11-19,Emergency,admission,4
2021-12-23,Urgent,admission,3
2022-09-18,Urgent,admission,9
2021-06-15,Urgent,admission,4
2024-02-02,Elective,admission,7
2020-01-27,Elective,discharge,6
2020-05-19,Emergency,admission,6
2023-08-01,Elective,discharge,10
2022-04-06,Urgent,admission,3
2021-09-12,Emergency,discharge,10
2022-04-12,Emergency,discharge,8
2024-01-17,Emergency,admission,4
2019-10-31,Elective,admission,9
2021-06-17,Emergency,discharge,4
2021-08-19,Urgent,admission,2
2022-06-08,Emergency,discharge,2
2021-01-08,Emergency,admission,8
2022-09-29,Urgent,discharge,8
2023-02-11,Emergency,admission,5
2022-09-02,Emergency,admission,8
2019-10-06,Emergency,discharge,3
2021-08-24,Elective,admission,1
2021-04-16,Elective,discharge,7
2019-10-01,Emergency,discharge,9
2022-03-28,Urgent,discharge,6
2020-06-26,Elective,discharge,2
2023-08-12,Elective,admission,7
2022-10-24,Elective,discharge,3
2022-12-26,Elective,admission,10
2022-06-19,Elective,discharge,7
2021-03-15,Emergency,discharge,6
2019-10-27,Urgent,admission,4
2022-11-11,Elective,admission,10
2021-07-04,Urgent,admission,1
2020-02-24,Urgent,discharge,6
2023-12-30,Emergency,admission,10
2022-04-08,Emergency,admission,10
2019-08-10,Emergency,admission,5
2019-06-02,Elective,admission,6
2022-08-06,Emergency,discharge,6
2020-12-23,Elective,discharge,4
2021-04-10,Urgent,admission,6
2023-10-03,Emergency,discharge,10
2020-08-23,Urgent,discharge,5
2023-08-24,Elective,discharge,8
2023-08-05,Emergency,admission,8
2023-01-10,Elective,admission,10
2021-01-14,Urgent,admission,9
2023-11-09,Emergency,admission,8
2020-07-22,Emergency,admission,1
2021-08-28,Urgent,discharge,9
2019-09-27,Elective,admission,1
2019-12-09,Emergency,admission,10
2020-06-01,Elective,discharge,2
2019-11-11,Elective,discharge,3
2019-10-08,Urgent,discharge,3
2021-03-23,Urgent,admission,10
2023-01-06,Emergency,discharge,3
2022-02-17,Elective,admission,1
2020-11-22,Emergency,admission,1
2020-05-30,Elective,discharge,1
2019-10-31,Urgent,discharge,8
2022-08-25,Urgent,admission,10
2020-07-07,Urgent,discharge,1
2022-10-21,Elective,discharge,6
2023-08-11,Emergency,discharge,9
2023-06-07,Elective,discharge,8
2023-04-30,Urgent,admission,9
2021-01-31,Elective,discharge,3
2024-05-02,Elective,discharge,1
2022-10-22,Elective,discharge,4
2020-09-11,Emergency,admission,8
2019-12-18,Urgent,admission,10
2024-05-07,Elective,admission,4
2022-05-18,Elective,discharge,3
2020-01-06,Urgent,admission,8
2020-10-18,Elective,discharge,4
2020-11-06,Urgent,discharge,10
2019-08-12,Urgent,admission,1
2023-02-18,Urgent,admission,3
2021-09-29,Emergency,admission,7
2024-02-20,Urgent,admission,9
2021-04-12,Urgent,discharge,1
2023-02-11,Elective,admission,4
2023-03-15,Emergency,admission,9
2024-01-08,Urgent,discharge,3
2019-10-04,Urgent,admission,9
2021-10-03,Emergency,admission,4
2023-12-27,Urgent,admission,10
2022-04-18,Elective,admission,9
2020-12-18,Elective,admission,1
2023-09-08,Emergency,discharge,5
2019-07-17,Urgent,discharge,2
2022-09-22,Emergency,discharge,10
2020-04-05,Emergency,admission,7
2021-08-01,Emergency,discharge,9
2020-05-11,Emergency,discharge,6
2021-11-03,Emergency,admission,3
2023-11-09,Urgent,admission,2
2022-10-14,Emergency,admission,7
2019-08-17,Emergency,discharge,10
2019-12-11,Elective,admission,7
2023-09-05,Elective,discharge,2
2021-06-09,Elective,discharge,8
2021-03-09,Urgent,admission,4
2021-09-05,Emergency,admission,5
2024-01-27,Elective,discharge,8
2021-08-09,Emergency,admission,6
2021-04-20,Emergency,discharge,1
2021-01-02,Urgent,admission,8
2021-04-09,Elective,admission,10
2022-12-26,Elective,admission,5
2019-10-31,Emergency,discharge,10
2021-07-30,Elective,admission,2
2022-02-12,Emergency,discharge,1
2020-03-01,Urgent,discharge,9
2022-03-05,Elective,admission,9
2024-02-04,Emergency,discharge,2
2023-07-20,Elective,discharge,7
2022-06-17,Elective,discharge,3
2021-01-27,Elective,discharge,8
2020-04-08,Urgent,discharge,3
2023-12-13,Elective,admission,9
2021-08-02,Elective,discharge,6
2022-06-02,Urgent,discharge,2
2020-02-05,Urgent,discharge,9
2019-12-01,Elective,admission,10
2020-08-14,Emergency,admission,2
2023-12-15,Urgent,admission,6
2019-12-01,Elective,admission,9
2023-09-11,Urgent,admission,7
2020-08-23,Elective,discharge,2
2020-03-03,Elective,admission,4
2023-09-08,Elective,discharge,6
2023-03-27,Emergency,discharge,2
2023-05-16,Urgent,admission,2
2023-10-06,Elective,discharge,1
2022-12-09,Emergency,admission,8
2024-03-13,Emergency,discharge,7
2022-04-12,Emergency,discharge,6
2019-08-07,Urgent,discharge,9
2021-06-15,Elective,discharge,10
2023-04-23,Urgent,admission,4
2021-01-13,Emergency,admission,9
2019-06-30,Urgent,admission,3
2019-10-22,Elective,discharge,10
2019-08-11,Elective,admission,4
2023-10-13,Elective,discharge,5
2021-09-22,Urgent,discharge,3
2021-07-14,Emergency,discharge,2
2024-04-27,Urgent,discharge,7
2021-03-03,Elective,discharge,6
2020-09-07,Urgent,discharge,6
2022-02-02,Urgent,discharge,4
2020-02-22,Elective,admission,9
2021-11-22,Urgent,discharge,6
2019-12-28,Elective,discharge,1
2024-03-09,Elective,discharge,5
2021-07-10,Urgent,discharge,9
2020-07-04,Emergency,admission,5
2021-08-13,Urgent,admission,8
2023-05-03,Elective,discharge,6
2023-01-27,Emergency,admission,5
2021-11-04,Urgent,discharge,7
2021-11-18,Emergency,admission,7
2020-11-30,Urgent,admission,8
2021-05-01,Emergency,discharge,5
2023-06-17,Elective,admission,6
2024-03-10,Elective,admission,3
2021-07-28,Urgent,discharge,1
2021-01-14,Elective,admission,5
2023-09-02,Elective,admission,3
2022-02-26,Emergency,admission,4
2023-12-30,Elective,discharge,6
2019-07-11,Emergency,discharge,7
2024-03-12,Elective,discharge,8
2021-07-11,Urgent,discharge,10
2020-06-30,Urgent,discharge,8
2019-05-23,Elective,admission,8
2022-03-22,Emergency,admission,6
2022-04-23,Emergency,discharge,4
2023-03-21,Emergency,admission,9
2019-10-15,Urgent,discharge,7
2023-04-11,Elective,admission,6
2020-10-17,Urgent,admission,8
2021-06-28,Elective,discharge,2
2021-11-03,Elective,discharge,5
2019-12-25,Elective,discharge,2
2023-08-13,Emergency,discharge,4
2021-12-12,Urgent,admission,8
2020-02-20,Elective,admission,10
2023-08-15,Emergency,discharge,3
2019-12-08,Urgent,admission,4
2024-02-13,Emergency,discharge,3
2021-04-11,Elective,admission,5
2024-02-11,Urgent,discharge,6
2023-03-25,Elective,admission,6
2019-09-20,Urgent,discharge,8
2020-01-02,Elective,admission,4
2023-10-18,Urgent,admission,1
2022-03-12,Emergency,discharge,1
2023-03-30,Emergency,admission,3
2020-09-25,Elective,admission,9
2020-04-24,Urgent,admission,9
2022-03-29,Emergency,discharge,9
2021-04-23,Elective,admission,4
2021-03-20,Elective,discharge,10
2023-09-28,Emergency,discharge,5
2020-08-17,Urgent,admission,4
2021-07-13,Urgent,discharge,2
2024-05-06,Elective,admission,3
2020-06-11,Urgent,discharge,9
2019-10-20,Urgent,discharge,5
2023-05-27,Emergency,discharge,1
2021-09-04,Urgent,discharge,9
2021-01-04,Emergency,admission,5
2022-10-13,Elective,admission,1
2021-04-13,Emergency,admission,3
2024-05-01,Elective,admission,9
2023-10-26,Elective,admission,8
2024-04-30,Elective,admission,1
2020-08-31,Elective,admission,8
2022-03-20,Emergency,discharge,3
2019-09-19,Urgent,discharge,6
2021-04-01,Elective,discharge,2
2020-06-03,Urgent,discharge,1
2022-03-16,Urgent,discharge,10
2023-02-03,Urgent,discharge,6
2020-10-22,Emergency,admission,4
2022-05-28,Emergency,discharge,8
2022-09-07,Elective,discharge,2
2020-10-24,Emergency,discharge,6
2021-09-27,Elective,admission,2
2023-07-13,Elective,discharge,7
2022-08-31,Urgent,discharge,10
2024-04-11,Emergency,admission,1
2021-06-14,Emergency,discharge,6
2022-03-08,Emergency,discharge,6
2023-08-25,Elective,admission,4
2020-06-16,Urgent,admission,1
2021-11-05,Elective,discharge,7
2022-06-19,Elective,discharge,1
2020-02-19,Urgent,admission,9
2019-10-13,Urgent,admission,7
2019-11-30,Urgent,discharge,6
2022-12-16,Elective,discharge,6
2024-01-14,Elective,admission,1
2020-04-23,Urgent,discharge,9
2021-03-09,Urgent,admission,10
2022-08-27,Emergency,admission,5
2024-03-29,Emergency,admission,8
2024-03-09,Elective,discharge,8
2023-09-09,Urgent,admission,4
2019-06-08,Emergency,discharge,7
2024-02-02,Elective,admission,1
2019-06-23,Urgent,discharge,10
2022-12-08,Elective,admission,7
2020-12-31,Urgent,discharge,1
2020-01-11,Elective,admission,8
2021-03-31,Elective,admission,5
2024-01-25,Emergency,discharge,10
2020-03-16,Emergency,admission,9
2023-01-27,Urgent,discharge,9
2019-12-28,Elective,admission,9
2019-12-25,Elective,admission,8
2022-08-30,Urgent,discharge,9
2020-08-18,Elective,discharge,9
2021-05-30,Elective,admission,2
2020-09-30,Emergency,admission,9
2021-03-18,Emergency,discharge,8
2022-02-09,Urgent,admission,7
2020-02-02,Elective,admission,1
2021-11-05,Elective,discharge,4
2023-01-31,Elective,discharge,1
2024-01-14,Emergency,admission,2
2020-04-08,Elective,discharge,5
2019-09-18,Elective,admission,6
2021-04-29,Elective,admission,2
2022-11-01,Elective,discharge,3
2020-07-17,Elective,discharge,5
2020-02-02,Emergency,discharge,8
2020-02-24,Elective,admission,9
2019-09-15,Emergency,discharge,2
2021-11-21,Elective,admission,2
2022-02-14,Emergency,discharge,8
2021-03-04,Urgent,admission,1
2021-10-10,Emergency,admission,5
2019-11-02,Emergency,discharge,4
2020-10-26,Emergency,admission,4
2023-01-03,Urgent,admission,4
2019-06-14,Elective,admission,9
2022-11-05,Urgent,discharge,5
2021-10-26,Urgent,discharge,9
2020-08-04,Emergency,discharge,7
2021-11-05,Elective,admission,4
2022-04-13,Urgent,admission,3
2023-08-16,Urgent,admission,2
2020-03-07,Emergency,admission,3
2021-11-15,Emergency,discharge,1
2020-11-19,Emergency,discharge,3
2022-03-13,Elective,discharge,10
2022-02-08,Elective,discharge,1
2022-06-02,Elective,discharge,9
2019-10-25,Urgent,admission,4
2020-09-06,Emergency,discharge,1
2024-02-01,Elective,admission,9
2020-05-09,Emergency,discharge,3
2020-02-28,Urgent,discharge,3
2022-05-12,Elective,discharge,1
2023-01-16,Elective,admission,9
2020-12-11,Emergency,discharge,9
2019-12-13,Elective,discharge,10
2020-03-03,Urgent,admission,8
2021-01-03,Elective,admission,6
2021-08-17,Urgent,admission,1
2021-09-10,Elective,discharge,3
2020-12-17,Urgent,discharge,6
2019-09-20,Urgent,admission,3
2020-08-13,Elective,admission,8
2022-06-03,Urgent,admission,7
2021-05-03,Urgent,admission,5
2021-11-05,Elective,admission,4
2019-12-05,Urgent,admission,6
2022-07-08,Elective,discharge,2
2024-02-22,Elective,admission,2
2021-05-02,Urgent,discharge,1
2021-12-29,Elective,discharge,4
2023-10-31,Emergency,admission,7
2022-12-23,Urgent,discharge,4
2023-05-04,Emergency,discharge,9
2021-09-18,Elective,discharge,6
2023-07-19,Emergency,discharge,6
2024-04-07,Emergency,admission,5
2020-08-22,Emergency,admission,2
2021-10-03,Urgent,admission,9
2020-01-02,Elective,admission,9
2020-11-15,Emergency,admission,4
2022-03-01,Urgent,discharge,10
2020-01-05,Emergency,admission,2
2023-11-21,Urgent,admission,4
2023-11-23,Elective,admission,6
2021-06-14,Emergency,discharge,1
2020-02-13,Urgent,admission,6
2020-04-25,Emergency,discharge,3
2024-04-10,Emergency,discharge,7
2021-10-23,Urgent,admission,6
2021-02-12,Elective,admission,2
2022-11-06,Elective,discharge,7
2021-02-18,Elective,admission,5
2023-05-13,Emergency,discharge,8
2024-03-21,Urgent,discharge,7
2022-09-04,Elective,discharge,9
2019-10-12,Emergency,discharge,10
2022-12-26,Urgent,admission,3
2022-06-29,Emergency,discharge,4
2020-06-15,Elective,admission,1
2022-12-13,Elective,admission,5
2021-11-04,Emergency,discharge,4
2022-07-14,Elective,admission,4
2022-04-25,Emergency,admission,6
2020-05-12,Urgent,admission,8
2019-05-26,Urgent,admission,1
2024-02-03,Urgent,admission,5
2020-11-07,Emergency,admission,9
2024-03-16,Elective,discharge,3
2019-07-16,Urgent,discharge,4
2021-01-24,Elective,admission,1
2020-11-03,Emergency,discharge,5
2021-05-17,Elective,admission,3
2022-02-20,Emergency,admission,4
2021-01-20,Elective,admission,2
2023-11-01,Elective,discharge,9
2020-11-12,Urgent,admission,5
2022-04-05,Elective,discharge,8
2020-11-09,Emergency,discharge,3
2023-07-08,Urgent,admission,9
2019-12-04,Elective,discharge,3
2022-04-05,Elective,admission,5
2019-11-17,Elective,admission,3
2022-03-05,Emergency,discharge,1
2024-02-19,Emergency,discharge,2
2019-12-06,Urgent,discharge,4
2022-10-12,Urgent,admission,5
2020-04-09,Elective,discharge,2
2020-08-26,Emergency,admission,1
2021-10-12,Urgent,discharge,1
2023-03-10,Elective,discharge,9
2019-07-08,Emergency,admission,3
2021-09-26,Urgent,admission,4
2022-09-13,Urgent,admission,7
2019-06-09,Urgent,admission,10
2021-04-10,Elective,discharge,3
2019-12-08,Emergency,discharge,3
2022-03-20,Elective,admission,4
2021-12-19,Emergency,discharge,8
2023-05-20,Elective,admission,5
2023-04-26,Emergency,discharge,2
2023-03-31,Elective,discharge,6
2020-07-14,Urgent,admission,8
2023-03-13,Emergency,admission,4
2023-04-17,Emergency,discharge,10
2020-06-23,Elective,discharge,9
2020-04-26,Emergency,discharge,9
2022-12-23,Urgent,admission,3
2022-07-13,Elective,discharge,2
2023-04-09,Emergency,admission,2
2022-06-09,Urgent,admission,8
2021-12-16,Urgent,discharge,2
2023-09-03,Urgent,discharge,4
2020-07-21,Urgent,discharge,10
2022-10-09,Elective,discharge,7
2019-12-29,Elective,discharge,7
2019-09-29,Urgent,admission,4
2019-11-21,Urgent,discharge,4
2022-12-11,Urgent,discharge,6
2021-06-20,Emergency,admission,5
2024-03-11,Urgent,admission,4
